Timestamp,Pixel_X,Pixel_Y,Depth_mm,Temperature_C,ToF_Amplitude,Target_Label
2026-03-22T10:00:34,323,448,6517.7,29.74,93.57,Not Present
2026-03-22T10:00:35,613,679,18537.52,27.79,45.33,Not Present
2026-03-22T10:00:36,318,278,10527.56,23.75,81.46,Not Present
2026-03-22T10:00:37,104,94,17952.18,16.67,43.46,Not Present
2026-03-22T10:00:38,536,165,14620.17,10.19,70.74,Not Present
2026-03-22T10:00:39,1117,36,5912.55,12.55,101.07,Not Present
2026-03-22T10:00:40,81,366,10994.36,25.6,79.83,Not Present
2026-03-22T10:00:41,316,242,7881.03,27.63,85.08,Victim
2026-03-22T10:00:42,680,421,7320.32,15.34,91.28,Not Present
2026-03-22T10:00:43,963,227,19021.42,26.41,41.59,Not Present
2026-03-22T10:00:44,456,24,12781.59,11.39,69.55,Not Present
2026-03-22T10:00:45,1098,339,3576.71,32.71,101.09,Not Present
2026-03-22T10:00:46,543,39,13214.77,16.27,62.44,Not Present
2026-03-22T10:00:47,1180,194,16505.42,28.51,50.27,Not Present
2026-03-22T10:00:48,403,372,19386.49,34.49,41.12,Not Present
2026-03-22T10:00:49,1038,316,11914.19,21.09,70.14,Not Present
2026-03-22T10:00:50,776,693,10088.33,18.12,81.78,Not Present
2026-03-22T10:00:51,1187,621,13579.86,14.27,62.0,Not Present
2026-03-22T10:00:52,347,674,14185.42,16.7,66.73,Not Present
2026-03-22T10:00:53,460,203,8554.56,34.45,78.2,Not Present
2026-03-22T10:00:54,932,424,5878.35,17.68,94.2,Not Present
2026-03-22T10:00:55,218,435,17649.32,19.29,51.07,Not Present
2026-03-22T10:00:56,248,467,13575.72,21.18,62.25,Not Present
2026-03-22T10:00:57,1033,436,5739.36,34.97,104.69,Victim
2026-03-22T10:00:58,530,253,4386.56,19.69,102.82,Not Present
2026-03-22T10:00:59,480,278,18716.32,13.02,50.51,Not Present
2026-03-22T10:01:00,312,219,12891.19,18.32,69.83,Not Present
2026-03-22T10:01:01,1196,712,18567.88,19.54,50.76,Not Present
2026-03-22T10:01:02,611,399,7767.15,24.95,82.42,Victim
2026-03-22T10:01:03,449,279,8348.3,23.58,84.66,Not Present
2026-03-22T10:01:04,338,478,7903.61,28.14,82.21,Victim
2026-03-22T10:01:05,877,138,3908.65,16.55,100.34,Not Present
2026-03-22T10:01:06,691,388,19414.45,26.7,34.17,Not Present
2026-03-22T10:01:07,716,229,17374.8,25.08,52.04,Not Present
2026-03-22T10:01:08,408,20,10862.54,12.29,81.84,Not Present
2026-03-22T10:01:09,755,171,19564.82,25.56,39.94,Not Present
2026-03-22T10:01:10,637,110,19146.65,28.16,34.97,Not Present
2026-03-22T10:01:11,1212,707,4214.25,16.03,111.55,Not Present
2026-03-22T10:01:12,247,579,12166.45,17.41,66.77,Not Present
2026-03-22T10:01:13,1003,108,12346.26,33.84,70.44,Victim
2026-03-22T10:01:14,360,534,4350.41,20.76,97.28,Not Present
2026-03-22T10:01:15,549,330,7153.66,27.63,91.94,Victim
2026-03-22T10:01:16,951,583,12547.87,27.02,71.24,Not Present
2026-03-22T10:01:17,697,286,6505.92,10.2,97.12,Not Present
2026-03-22T10:01:18,175,247,13862.93,23.81,61.01,Not Present
2026-03-22T10:01:19,190,301,16301.45,21.63,50.18,Not Present
2026-03-22T10:01:20,1087,352,16951.23,24.06,51.7,Not Present
2026-03-22T10:01:21,394,323,14430.37,13.7,66.05,Not Present
2026-03-22T10:01:22,991,283,19719.28,15.66,43.77,Not Present
2026-03-22T10:01:23,367,309,14409.62,29.49,64.3,Not Present
2026-03-22T10:01:24,258,653,5454.39,34.3,92.89,Victim
2026-03-22T10:01:25,105,258,5388.65,18.01,99.48,Victim
2026-03-22T10:01:26,109,155,14754.08,29.88,67.24,Not Present
2026-03-22T10:01:27,1266,231,12564.54,33.19,75.5,Not Present
2026-03-22T10:01:28,878,312,8722.76,32.4,85.67,Victim
2026-03-22T10:01:29,166,160,14623.91,18.17,54.52,Not Present
2026-03-22T10:01:30,962,298,11457.26,27.19,77.46,Not Present
2026-03-22T10:01:31,1207,677,3989.1,14.5,105.62,Victim
2026-03-22T10:01:32,544,145,9991.07,24.98,76.29,Victim
2026-03-22T10:01:33,622,716,11266.95,18.76,73.19,Not Present
2026-03-22T10:01:34,884,330,8310.38,23.49,91.01,Victim
2026-03-22T10:01:35,551,590,17075.23,23.03,46.59,Not Present
2026-03-22T10:01:36,371,599,17770.94,33.88,45.23,Victim
2026-03-22T10:01:37,329,337,13945.63,18.01,66.61,Not Present
2026-03-22T10:01:38,75,465,11028.79,25.45,82.05,Victim
2026-03-22T10:01:39,1111,473,10250.99,25.13,71.99,Not Present
2026-03-22T10:01:40,105,208,9572.16,27.62,80.51,Not Present
2026-03-22T10:01:41,490,162,8164.09,14.49,87.46,Not Present
2026-03-22T10:01:42,232,472,6238.55,28.65,93.01,Not Present
2026-03-22T10:01:43,988,483,14615.18,28.44,69.09,Not Present
2026-03-22T10:01:44,279,71,17480.07,28.68,40.82,Not Present
2026-03-22T10:01:45,611,601,15919.29,33.79,55.87,Not Present
2026-03-22T10:01:46,680,565,12526.52,35.48,73.56,Victim
2026-03-22T10:01:47,841,44,13675.72,33.52,64.85,Not Present
2026-03-22T10:01:48,311,507,3631.23,33.33,113.27,Victim
2026-03-22T10:01:49,935,15,12919.74,13.09,74.01,Not Present
2026-03-22T10:01:50,542,346,12769.8,16.57,66.09,Not Present
2026-03-22T10:01:51,999,554,8821.05,28.42,79.22,Not Present
2026-03-22T10:01:52,185,444,6801.85,12.01,94.91,Victim
2026-03-22T10:01:53,664,57,12498.09,20.62,73.66,Not Present
2026-03-22T10:01:54,368,174,15313.9,23.66,52.13,Not Present
2026-03-22T10:01:55,520,470,8112.77,28.02,87.65,Not Present
2026-03-22T10:01:56,323,75,12146.79,22.78,68.04,Not Present
2026-03-22T10:01:57,407,393,3533.27,17.18,107.6,Not Present
2026-03-22T10:01:58,604,22,6291.15,21.32,91.59,Victim
2026-03-22T10:01:59,1241,508,7514.67,14.6,82.34,Not Present
2026-03-22T10:02:00,448,651,11007.52,25.35,74.83,Not Present
2026-03-22T10:02:01,80,316,8400.37,12.63,83.94,Not Present
2026-03-22T10:02:02,669,425,9585.92,29.43,70.8,Not Present
2026-03-22T10:02:03,526,493,4475.71,35.22,99.97,Victim
2026-03-22T10:02:04,154,144,10707.38,23.49,69.44,Not Present
2026-03-22T10:02:05,184,404,14438.87,23.46,68.05,Not Present
2026-03-22T10:02:06,1197,390,7701.46,14.68,99.45,Not Present
2026-03-22T10:02:07,1249,226,15624.85,24.02,59.13,Not Present
2026-03-22T10:02:08,238,143,8446.55,32.46,86.81,Victim
2026-03-22T10:02:09,759,686,6482.42,21.75,100.25,Not Present
2026-03-22T10:02:10,849,670,13872.16,29.03,69.22,Not Present
2026-03-22T10:02:11,483,371,16228.16,29.56,56.07,Not Present
2026-03-22T10:02:12,815,282,9465.92,19.09,78.4,Not Present
2026-03-22T10:02:13,43,51,10922.83,21.29,70.19,Not Present
2026-03-22T10:02:14,1135,212,17756.64,25.49,50.59,Not Present
2026-03-22T10:02:15,296,133,17582.17,27.33,43.14,Not Present
2026-03-22T10:02:16,733,243,8189.37,12.54,85.08,Victim
2026-03-22T10:02:17,918,370,9308.65,28.91,83.94,Victim
2026-03-22T10:02:18,1067,308,19568.31,19.58,35.52,Not Present
2026-03-22T10:02:19,908,75,4610.56,12.52,105.97,Not Present
2026-03-22T10:02:20,1198,561,12570.85,15.9,64.42,Not Present
2026-03-22T10:02:21,234,670,17227.55,14.3,50.9,Not Present
2026-03-22T10:02:22,467,423,13441.99,11.9,59.61,Not Present
2026-03-22T10:02:23,312,703,3335.67,11.86,109.94,Victim
2026-03-22T10:02:24,763,133,15037.58,16.59,63.21,Not Present
2026-03-22T10:02:25,866,52,6002.05,21.56,99.24,Victim
2026-03-22T10:02:26,987,229,4750.57,12.3,100.36,Not Present
2026-03-22T10:02:27,1148,636,15712.39,28.58,60.67,Not Present
2026-03-22T10:02:28,547,29,16432.39,16.8,64.36,Not Present
2026-03-22T10:02:29,820,71,15598.06,24.92,58.0,Not Present
2026-03-22T10:02:30,859,464,12440.64,25.54,68.32,Not Present
2026-03-22T10:02:31,322,632,8978.98,18.48,83.22,Not Present
2026-03-22T10:02:32,848,279,14148.16,12.22,60.48,Not Present
2026-03-22T10:02:33,631,46,19813.35,14.09,34.71,Not Present
2026-03-22T10:02:34,281,261,9439.81,18.61,86.49,Victim
2026-03-22T10:02:35,1144,684,3360.38,32.17,111.03,Victim
2026-03-22T10:02:36,159,320,14880.8,18.35,61.25,Not Present
2026-03-22T10:02:37,1265,471,7598.85,26.89,90.28,Victim
2026-03-22T10:02:38,1206,410,12749.2,16.79,67.49,Not Present
2026-03-22T10:02:39,233,543,18871.07,24.55,47.15,Not Present
2026-03-22T10:02:40,302,241,11071.62,13.06,75.83,Not Present
2026-03-22T10:02:41,1011,475,17118.53,28.48,49.55,Not Present
2026-03-22T10:02:42,1279,330,6136.09,11.37,91.49,Not Present
2026-03-22T10:02:43,115,360,11724.89,11.14,74.61,Not Present
2026-03-22T10:02:44,157,660,7276.47,20.14,84.71,Not Present
2026-03-22T10:02:45,84,460,5858.28,22.1,98.04,Not Present
2026-03-22T10:02:46,126,461,18789.52,24.29,41.77,Not Present
2026-03-22T10:02:47,896,449,15317.66,28.36,58.64,Not Present
2026-03-22T10:02:48,692,695,17470.72,11.32,56.36,Not Present
2026-03-22T10:02:49,1234,153,14992.87,17.0,64.24,Not Present
2026-03-22T10:02:50,802,132,19256.03,17.53,45.35,Not Present
2026-03-22T10:02:51,1078,95,13080.88,17.25,58.83,Not Present
2026-03-22T10:02:52,438,349,5431.35,12.75,106.81,Victim
2026-03-22T10:02:53,1105,539,12041.17,12.62,76.33,Not Present
2026-03-22T10:02:54,332,185,6855.49,13.31,87.82,Not Present
2026-03-22T10:02:55,486,454,17028.69,14.68,53.85,Not Present
2026-03-22T10:02:56,960,198,19365.56,33.85,41.57,Not Present
2026-03-22T10:02:57,331,204,3691.99,22.82,110.04,Not Present
2026-03-22T10:02:58,1135,105,14190.91,11.68,66.15,Not Present
2026-03-22T10:02:59,895,93,4110.19,16.99,108.18,Victim
2026-03-22T10:03:00,109,405,10829.34,33.5,88.06,Not Present
2026-03-22T10:03:01,686,149,11442.55,23.92,76.27,Not Present
2026-03-22T10:03:02,960,459,18870.29,14.31,51.52,Not Present
2026-03-22T10:03:03,866,113,10851.68,14.77,86.17,Not Present
2026-03-22T10:03:04,1275,468,18040.25,20.72,43.42,Not Present
2026-03-22T10:03:05,596,439,12233.79,13.75,66.24,Not Present
2026-03-22T10:03:06,1072,369,14312.71,29.77,58.06,Not Present
2026-03-22T10:03:07,792,382,8194.91,16.9,85.56,Not Present
2026-03-22T10:03:08,212,595,11990.22,20.92,73.24,Not Present
2026-03-22T10:03:09,951,712,10187.34,24.32,76.39,Not Present
2026-03-22T10:03:10,75,300,17493.31,33.26,48.17,Not Present
2026-03-22T10:03:11,969,259,15762.81,27.24,61.63,Victim
2026-03-22T10:03:12,679,279,12416.23,34.97,74.23,Not Present
2026-03-22T10:03:13,1016,708,19091.73,26.02,40.59,Not Present
2026-03-22T10:03:14,161,440,17868.1,16.42,54.97,Not Present
2026-03-22T10:03:15,1234,436,13326.9,24.54,70.24,Not Present
2026-03-22T10:03:16,1259,445,19760.33,32.3,37.87,Not Present
2026-03-22T10:03:17,327,31,15290.87,10.7,55.22,Not Present
2026-03-22T10:03:18,750,370,14806.94,23.58,65.35,Not Present
2026-03-22T10:03:19,1175,140,12776.41,14.99,67.37,Not Present
2026-03-22T10:03:20,381,511,18962.51,25.5,43.16,Not Present
2026-03-22T10:03:21,1005,204,18233.92,27.97,43.73,Not Present
2026-03-22T10:03:22,179,698,7932.87,24.19,84.33,Not Present
2026-03-22T10:03:23,322,717,17524.36,12.43,48.62,Not Present
2026-03-22T10:03:24,284,242,8315.41,17.38,88.83,Not Present
2026-03-22T10:03:25,176,67,19995.14,20.51,34.04,Not Present
2026-03-22T10:03:26,1177,75,11804.33,19.32,70.18,Not Present
2026-03-22T10:03:27,1129,655,17213.38,20.06,50.86,Not Present
2026-03-22T10:03:28,254,530,9975.88,24.19,73.35,Not Present
2026-03-22T10:03:29,161,256,19476.22,22.5,51.89,Not Present
2026-03-22T10:03:30,191,514,15101.7,13.42,51.95,Not Present
2026-03-22T10:03:31,1154,42,3141.87,22.83,99.84,Not Present
2026-03-22T10:03:32,431,585,15667.89,22.54,54.24,Not Present
2026-03-22T10:03:33,831,304,16263.36,18.31,67.09,Not Present
2026-03-22T10:03:34,696,621,18337.82,29.76,43.8,Not Present
2026-03-22T10:03:35,1054,575,10900.85,18.99,80.56,Not Present
2026-03-22T10:03:36,103,297,7320.82,29.25,98.21,Not Present
2026-03-22T10:03:37,640,194,13979.19,19.98,58.81,Not Present
2026-03-22T10:03:38,47,92,5527.22,32.86,96.92,Victim
2026-03-22T10:03:39,963,292,18166.07,27.65,48.62,Not Present
2026-03-22T10:03:40,825,374,8613.89,17.25,84.36,Not Present
2026-03-22T10:03:41,1126,286,6116.21,12.57,100.33,Victim
2026-03-22T10:03:42,764,347,12387.28,22.05,69.28,Victim
2026-03-22T10:03:43,682,485,9787.29,32.56,81.68,Not Present
2026-03-22T10:03:44,652,166,15398.01,21.87,52.44,Not Present
2026-03-22T10:03:45,1152,306,8199.64,12.19,86.93,Not Present
2026-03-22T10:03:46,630,704,15162.92,23.11,65.82,Not Present
2026-03-22T10:03:47,105,597,14290.79,25.49,61.69,Not Present
2026-03-22T10:03:48,496,32,16406.25,18.82,49.87,Not Present
2026-03-22T10:03:49,1027,626,7364.09,11.25,93.06,Victim
2026-03-22T10:03:50,424,574,15946.72,16.28,61.33,Not Present
2026-03-22T10:03:51,725,692,16651.09,23.87,63.16,Not Present
2026-03-22T10:03:52,393,252,11581.99,35.93,74.71,Not Present
2026-03-22T10:03:53,1001,324,14725.85,34.89,53.35,Victim
2026-03-22T10:03:54,1174,692,18749.13,16.9,45.41,Victim
2026-03-22T10:03:55,161,354,6279.86,14.28,92.1,Not Present
2026-03-22T10:03:56,555,575,9647.28,21.74,81.76,Not Present
2026-03-22T10:03:57,476,53,11963.52,23.62,79.58,Not Present
2026-03-22T10:03:58,1127,161,19220.39,33.91,47.14,Victim
2026-03-22T10:03:59,121,91,10786.64,27.01,89.1,Victim
2026-03-22T10:04:00,358,427,3878.94,35.99,99.82,Not Present
2026-03-22T10:04:01,592,38,14815.54,29.66,64.26,Not Present
2026-03-22T10:04:02,1112,536,19262.73,33.87,43.81,Victim
2026-03-22T10:04:03,939,663,10234.39,25.82,81.35,Not Present
2026-03-22T10:04:04,395,179,15664.71,18.55,54.96,Not Present
2026-03-22T10:04:05,287,488,10976.57,14.71,80.56,Not Present
2026-03-22T10:04:06,675,309,14874.53,17.19,61.14,Not Present
2026-03-22T10:04:07,327,415,19077.27,35.08,51.09,Not Present
2026-03-22T10:04:08,604,376,10629.54,13.06,77.38,Not Present
2026-03-22T10:04:09,1124,482,17623.94,25.24,42.68,Not Present
2026-03-22T10:04:10,1220,83,14338.08,28.34,69.8,Not Present
2026-03-22T10:04:11,414,586,9974.45,33.77,86.19,Not Present
2026-03-22T10:04:12,1194,500,14124.5,19.07,58.0,Not Present
2026-03-22T10:04:13,946,688,6616.4,26.33,93.08,Not Present
2026-03-22T10:04:14,1184,74,12134.35,29.88,73.2,Not Present
2026-03-22T10:04:15,64,293,17227.66,29.57,50.33,Not Present
2026-03-22T10:04:16,860,383,4912.4,35.63,94.97,Not Present
2026-03-22T10:04:17,1104,136,12173.24,20.75,76.64,Not Present
2026-03-22T10:04:18,456,3,19741.89,24.38,36.69,Not Present
2026-03-22T10:04:19,943,354,10261.77,35.06,81.19,Victim
2026-03-22T10:04:20,858,629,18605.08,14.12,46.63,Not Present
2026-03-22T10:04:21,99,250,12827.18,14.35,69.47,Not Present
2026-03-22T10:04:22,115,143,11471.16,24.63,71.28,Not Present
2026-03-22T10:04:23,656,242,9719.13,14.42,87.25,Not Present
2026-03-22T10:04:24,124,570,7398.57,34.5,85.16,Not Present
2026-03-22T10:04:25,780,537,12995.9,17.53,70.6,Not Present
2026-03-22T10:04:26,969,246,4503.68,26.12,107.51,Not Present
2026-03-22T10:04:27,1141,542,10914.3,22.93,73.06,Not Present
2026-03-22T10:04:28,759,94,17952.88,17.54,47.07,Not Present
2026-03-22T10:04:29,1203,687,13752.73,33.33,64.12,Not Present
2026-03-22T10:04:30,31,216,7810.39,29.99,85.06,Not Present
2026-03-22T10:04:31,418,406,5760.4,17.61,97.45,Not Present
2026-03-22T10:04:32,735,315,14153.8,11.97,68.98,Not Present
2026-03-22T10:04:33,416,379,8548.59,34.97,85.15,Victim
2026-03-22T10:04:34,1133,598,13010.94,16.6,61.06,Not Present
2026-03-22T10:04:35,691,263,13863.45,24.79,71.03,Not Present
2026-03-22T10:04:36,721,173,14558.56,27.79,74.3,Not Present
2026-03-22T10:04:37,152,684,8076.61,22.61,86.93,Victim
2026-03-22T10:04:38,309,9,13472.12,22.75,76.22,Not Present
2026-03-22T10:04:39,32,6,12936.06,24.44,63.8,Not Present
2026-03-22T10:04:40,587,17,16374.31,28.79,59.31,Not Present
2026-03-22T10:04:41,493,196,11029.02,25.9,85.98,Not Present
2026-03-22T10:04:42,831,470,19882.8,23.68,44.67,Not Present
2026-03-22T10:04:43,64,95,12526.03,22.73,63.95,Not Present
2026-03-22T10:04:44,169,511,6224.54,29.55,105.57,Not Present
2026-03-22T10:04:45,470,216,6461.44,15.42,92.42,Not Present
2026-03-22T10:04:46,574,556,8394.82,33.26,92.88,Not Present
2026-03-22T10:04:47,815,78,14767.5,26.99,59.34,Not Present
2026-03-22T10:04:48,1107,339,16876.94,23.79,59.78,Not Present
2026-03-22T10:04:49,200,447,8912.22,22.28,88.26,Not Present
2026-03-22T10:04:50,668,30,17402.58,14.56,45.81,Not Present
2026-03-22T10:04:51,1199,676,17266.01,14.93,49.35,Not Present
2026-03-22T10:04:52,548,157,17406.68,17.79,48.97,Not Present
2026-03-22T10:04:53,910,368,9226.78,18.62,84.77,Not Present
2026-03-22T10:04:54,1049,417,9075.43,21.94,85.84,Victim
2026-03-22T10:04:55,847,397,16698.13,29.85,43.46,Not Present
2026-03-22T10:04:56,1067,173,10034.02,15.37,81.7,Not Present
2026-03-22T10:04:57,613,495,12333.5,34.88,73.07,Not Present
2026-03-22T10:04:58,1262,200,9625.87,17.91,84.16,Not Present
2026-03-22T10:04:59,901,342,17882.42,21.89,44.37,Not Present
2026-03-22T10:05:00,1235,711,11770.2,35.87,70.94,Not Present
2026-03-22T10:05:01,1179,248,11363.6,17.3,81.99,Not Present
2026-03-22T10:05:02,409,606,3899.64,10.54,102.69,Victim
2026-03-22T10:05:03,596,709,18173.46,23.46,35.46,Not Present
2026-03-22T10:05:04,620,247,9849.72,17.54,74.19,Not Present
2026-03-22T10:05:05,1094,518,7348.17,10.74,92.73,Not Present
2026-03-22T10:05:06,1099,608,9019.78,23.15,79.5,Victim
2026-03-22T10:05:07,818,339,5152.28,15.17,105.09,Not Present
2026-03-22T10:05:08,1062,571,14902.82,17.82,61.32,Not Present
2026-03-22T10:05:09,706,25,11545.19,32.34,67.22,Not Present
2026-03-22T10:05:10,290,356,13463.99,19.66,60.84,Not Present
2026-03-22T10:05:11,653,68,17722.23,26.98,49.91,Not Present
2026-03-22T10:05:12,336,249,14622.92,18.53,52.82,Not Present
2026-03-22T10:05:13,381,655,12746.99,27.66,71.12,Not Present
2026-03-22T10:05:14,879,398,10577.55,24.08,79.56,Not Present
2026-03-22T10:05:15,1099,191,10364.89,23.41,72.25,Not Present
2026-03-22T10:05:16,641,611,12710.53,17.04,66.19,Not Present
2026-03-22T10:05:17,609,629,16065.32,14.77,56.54,Not Present
2026-03-22T10:05:18,764,710,12661.56,21.5,64.24,Not Present
2026-03-22T10:05:19,354,568,11466.02,26.84,76.82,Not Present
2026-03-22T10:05:20,735,9,10341.54,21.23,75.7,Not Present
2026-03-22T10:05:21,909,500,14784.77,14.41,56.65,Victim
2026-03-22T10:05:22,460,550,17368.88,25.45,44.55,Not Present
2026-03-22T10:05:23,548,556,4834.31,10.83,100.84,Not Present
2026-03-22T10:05:24,1118,223,3512.08,25.03,100.32,Not Present
2026-03-22T10:05:25,713,89,19927.49,14.74,58.52,Not Present
2026-03-22T10:05:26,1204,705,16529.05,13.32,56.06,Not Present
2026-03-22T10:05:27,121,583,11373.02,16.47,77.12,Not Present
2026-03-22T10:05:28,592,586,18296.2,34.72,57.41,Not Present
2026-03-22T10:05:29,121,283,3634.44,33.0,112.69,Not Present
2026-03-22T10:05:30,506,692,9706.06,22.56,79.77,Not Present
2026-03-22T10:05:31,190,412,11338.71,33.48,76.04,Not Present
2026-03-22T10:05:32,670,595,17289.62,24.62,43.71,Not Present
2026-03-22T10:05:33,129,547,19617.54,19.89,43.44,Not Present
2026-03-22T10:05:34,580,345,9567.13,35.15,88.4,Victim
2026-03-22T10:05:35,941,16,18291.82,10.01,41.6,Not Present
2026-03-22T10:05:36,414,705,7410.74,27.49,91.94,Not Present
2026-03-22T10:05:37,168,380,15786.93,22.51,55.3,Not Present
2026-03-22T10:05:38,479,439,16444.38,19.54,56.63,Not Present
2026-03-22T10:05:39,19,8,17805.31,33.69,51.43,Victim
2026-03-22T10:05:40,145,234,16769.16,16.27,54.91,Not Present
2026-03-22T10:05:41,272,656,3714.27,10.17,103.3,Not Present
2026-03-22T10:05:42,901,359,15536.96,18.23,54.0,Not Present
2026-03-22T10:05:43,205,143,15074.89,29.26,50.56,Not Present
2026-03-22T10:05:44,286,253,9010.98,22.0,77.18,Not Present
2026-03-22T10:05:45,617,210,14114.27,15.91,58.11,Not Present
2026-03-22T10:05:46,490,506,10892.98,11.42,77.02,Not Present
2026-03-22T10:05:47,648,135,18067.68,20.93,47.23,Not Present
2026-03-22T10:05:48,964,74,8810.39,10.8,92.95,Not Present
2026-03-22T10:05:49,1026,425,12827.33,20.75,71.96,Not Present
2026-03-22T10:05:50,171,317,19051.1,32.62,40.71,Not Present
2026-03-22T10:05:51,135,317,16759.5,11.16,58.85,Not Present
2026-03-22T10:05:52,889,118,15305.99,24.83,58.63,Not Present
2026-03-22T10:05:53,23,167,12160.46,26.45,68.84,Not Present
2026-03-22T10:05:54,761,129,18481.52,12.36,49.73,Not Present
2026-03-22T10:05:55,1072,65,19700.61,19.92,38.54,Not Present
2026-03-22T10:05:56,113,511,3834.41,25.47,110.56,Victim
2026-03-22T10:05:57,1042,2,18355.14,19.44,41.96,Not Present
2026-03-22T10:05:58,307,183,7287.43,28.28,90.54,Not Present
2026-03-22T10:05:59,852,327,8934.64,20.04,79.06,Not Present
2026-03-22T10:06:00,367,228,7907.07,32.28,84.4,Not Present
2026-03-22T10:06:01,670,88,8095.63,21.28,88.5,Not Present
2026-03-22T10:06:02,1275,248,15100.29,25.45,63.21,Not Present
2026-03-22T10:06:03,502,154,12920.43,16.93,78.43,Not Present
2026-03-22T10:06:04,19,343,15887.65,24.54,61.33,Not Present
2026-03-22T10:06:05,1007,61,3711.87,10.88,108.89,Victim
2026-03-22T10:06:06,1064,422,12469.9,32.34,72.33,Not Present
2026-03-22T10:06:07,153,606,13219.79,32.95,68.63,Victim
2026-03-22T10:06:08,645,402,16824.23,15.44,55.7,Not Present
2026-03-22T10:06:09,1197,111,9972.5,18.13,81.63,Not Present
2026-03-22T10:06:10,425,462,11180.1,13.15,71.62,Not Present
2026-03-22T10:06:11,82,220,4638.97,14.96,92.83,Not Present
2026-03-22T10:06:12,1051,50,11122.0,32.12,70.99,Not Present
2026-03-22T10:06:13,511,96,17646.76,10.24,52.51,Not Present
2026-03-22T10:06:14,455,133,12806.98,28.75,74.51,Not Present
2026-03-22T10:06:15,153,22,3988.75,26.19,107.39,Victim
2026-03-22T10:06:16,679,125,13531.94,21.48,68.05,Victim
2026-03-22T10:06:17,873,176,18899.65,18.92,39.89,Not Present
2026-03-22T10:06:18,1257,634,15767.34,27.66,54.81,Not Present
2026-03-22T10:06:19,858,204,17566.38,29.88,50.02,Not Present
2026-03-22T10:06:20,39,391,12309.35,19.69,75.8,Not Present
2026-03-22T10:06:21,368,26,10628.24,35.11,74.41,Victim
2026-03-22T10:06:22,966,542,15007.87,13.19,60.02,Not Present
2026-03-22T10:06:23,114,224,19791.98,28.7,44.55,Not Present
2026-03-22T10:06:24,355,180,11816.05,17.18,66.19,Not Present
2026-03-22T10:06:25,1162,577,19380.42,26.21,38.24,Not Present
2026-03-22T10:06:26,1110,316,8455.56,22.03,91.83,Not Present
2026-03-22T10:06:27,1257,206,4703.8,26.05,101.9,Not Present
2026-03-22T10:06:28,121,22,16456.36,12.22,49.48,Not Present
2026-03-22T10:06:29,810,600,11621.18,13.15,72.73,Not Present
2026-03-22T10:06:30,997,664,16486.2,27.79,50.51,Not Present
2026-03-22T10:06:31,359,387,16261.98,24.58,51.87,Not Present
2026-03-22T10:06:32,1173,400,6854.15,13.64,88.8,Not Present
2026-03-22T10:06:33,1158,106,3703.22,14.76,113.46,Not Present
2026-03-22T10:06:34,343,651,3443.63,22.78,110.34,Not Present
2026-03-22T10:06:35,511,709,11079.9,10.03,72.13,Not Present
