Timestamp,Pixel_X,Pixel_Y,Depth_mm,Temperature_C,ToF_Amplitude,Target_Label
2026-03-22T10:00:32,614,468,17022.37,19.066312144297353,68.56,Not Present
2026-03-22T10:00:33,437,344,5045.731695026007,36.011974351768664,43.04,Victim
2026-03-22T10:00:34,323,448,6517.7,19.696815825953493,93.57,Not Present
2026-03-22T10:00:35,613,679,18537.52,12.506678455245446,45.33,Not Present
2026-03-22T10:00:36,318,278,10527.56,22.497963632547936,81.46,Not Present
2026-03-22T10:00:37,104,94,17952.18,10.944820074163172,43.46,Not Present
2026-03-22T10:00:38,536,165,14620.17,22.014623717603794,70.74,Not Present
2026-03-22T10:00:39,1117,36,5912.55,13.245947836590105,101.07,Not Present
2026-03-22T10:00:40,81,366,10994.36,11.374059711511144,79.83,Not Present
2026-03-22T10:00:41,1089,176,9553.049450020346,34.65164724439366,85.08,Victim
2026-03-22T10:00:42,680,421,7320.32,24.097304603741122,91.28,Not Present
2026-03-22T10:00:43,963,227,19021.42,13.12183146361692,41.59,Not Present
2026-03-22T10:00:44,456,24,12781.59,14.43547186791035,69.55,Not Present
2026-03-22T10:00:45,1098,339,3576.71,10.867457785753684,101.09,Not Present
2026-03-22T10:00:46,543,39,13214.77,14.44552376684545,62.44,Not Present
2026-03-22T10:00:47,1180,194,16505.42,20.547767832594165,50.27,Not Present
2026-03-22T10:00:48,403,372,19386.49,19.79979588101277,41.12,Not Present
2026-03-22T10:00:49,1038,316,11914.19,13.901752893207993,70.14,Not Present
2026-03-22T10:00:50,776,693,10088.33,28.427111783316533,81.78,Not Present
2026-03-22T10:00:51,1187,621,13579.86,11.717516013475448,62.0,Not Present
2026-03-22T10:00:52,347,674,14185.42,22.76875876044639,66.73,Not Present
2026-03-22T10:00:53,460,203,8554.56,16.735375023435843,78.2,Not Present
2026-03-22T10:00:54,932,424,5878.35,13.846651247294897,94.2,Not Present
2026-03-22T10:00:55,218,435,17649.32,26.752313995628086,51.07,Not Present
2026-03-22T10:00:56,248,467,13575.72,20.552429800570355,62.25,Not Present
2026-03-22T10:00:57,1046,247,9496.500117068443,35.125851529104736,104.69,Victim
2026-03-22T10:00:58,530,253,4386.56,10.466738716909889,102.82,Not Present
2026-03-22T10:00:59,480,278,18716.32,13.36016508492489,50.51,Not Present
2026-03-22T10:01:00,312,219,12891.19,10.292721452987594,69.83,Not Present
2026-03-22T10:01:01,1196,712,18567.88,23.46763294439225,50.76,Not Present
2026-03-22T10:01:02,825,624,7966.045948105444,34.007028797087344,82.42,Victim
2026-03-22T10:01:03,449,279,8348.3,19.770365654951195,84.66,Not Present
2026-03-22T10:01:04,946,519,7957.545597946747,34.734155431184334,82.21,Victim
2026-03-22T10:01:05,877,138,3908.65,13.388455609895045,100.34,Not Present
2026-03-22T10:01:06,691,388,19414.45,15.829930868566946,34.17,Not Present
2026-03-22T10:01:07,716,229,17374.8,21.849984154048094,52.04,Not Present
2026-03-22T10:01:08,408,20,10862.54,15.395030033716196,81.84,Not Present
2026-03-22T10:01:09,755,171,19564.82,28.587023536705086,39.94,Not Present
2026-03-22T10:01:10,637,110,19146.65,22.17965208348935,34.97,Not Present
2026-03-22T10:01:11,1212,707,4214.25,16.773215702072697,111.55,Not Present
2026-03-22T10:01:12,247,579,12166.45,22.847971936282132,66.77,Not Present
2026-03-22T10:01:13,422,309,4964.992584680745,36.57547528145019,70.44,Victim
2026-03-22T10:01:14,360,534,4350.41,12.933025482973733,97.28,Not Present
2026-03-22T10:01:15,388,205,4988.4489300596315,36.88283403084845,91.94,Victim
2026-03-22T10:01:16,951,583,12547.87,11.643545357662289,71.24,Not Present
2026-03-22T10:01:17,697,286,6505.92,17.590803029319506,97.12,Not Present
2026-03-22T10:01:18,175,247,13862.93,26.105276984023458,61.01,Not Present
2026-03-22T10:01:19,190,301,16301.45,11.976568223253807,50.18,Not Present
2026-03-22T10:01:20,1087,352,16951.23,22.131747665821095,51.7,Not Present
2026-03-22T10:01:21,394,323,14430.37,29.780692844115368,66.05,Not Present
2026-03-22T10:01:22,991,283,19719.28,20.473463380452195,43.77,Not Present
2026-03-22T10:01:23,367,309,14409.62,12.574081220401709,64.3,Not Present
2026-03-22T10:01:24,1036,111,9608.046762425058,34.415342187060716,92.89,Victim
2026-03-22T10:01:25,174,643,4183.2689497873225,34.7543080931542,99.48,Victim
2026-03-22T10:01:26,109,155,14754.08,14.029134584128407,67.24,Not Present
2026-03-22T10:01:27,1266,231,12564.54,10.727452455862705,75.5,Not Present
2026-03-22T10:01:28,177,721,4207.970745939062,35.46982146444334,85.67,Victim
2026-03-22T10:01:29,166,160,14623.91,29.774926030776328,54.52,Not Present
2026-03-22T10:01:30,962,298,11457.26,20.730291226514254,77.46,Not Present
2026-03-22T10:01:31,824,545,8020.369811290567,35.87117344600149,105.62,Victim
2026-03-22T10:01:32,947,514,7982.591985826798,36.643725350912064,76.29,Victim
2026-03-22T10:01:33,622,716,11266.95,28.40728910041446,73.19,Not Present
2026-03-22T10:01:34,395,321,4993.6970367919885,37.22094731010177,91.01,Victim
2026-03-22T10:01:35,551,590,17075.23,15.475238840015226,46.59,Not Present
2026-03-22T10:01:36,1007,196,9486.71568912408,36.075545016787444,45.23,Victim
2026-03-22T10:01:37,329,337,13945.63,19.00936105619732,66.61,Not Present
2026-03-22T10:01:38,838,545,8036.560076013974,34.720393925491074,82.05,Victim
2026-03-22T10:01:39,1111,473,10250.99,11.632408249869425,71.99,Not Present
2026-03-22T10:01:40,105,208,9572.16,15.727015116882281,80.51,Not Present
2026-03-22T10:01:41,490,162,8164.09,22.44849190341327,87.46,Not Present
2026-03-22T10:01:42,232,472,6238.55,23.582328248021717,93.01,Not Present
2026-03-22T10:01:43,988,483,14615.18,25.342843216597466,69.09,Not Present
2026-03-22T10:01:44,279,71,17480.07,11.41075300082149,40.82,Not Present
2026-03-22T10:01:45,611,601,15919.29,10.004542428499041,55.87,Not Present
2026-03-22T10:01:46,906,539,7954.210811115357,36.19226442714051,73.56,Victim
2026-03-22T10:01:47,841,44,13675.72,25.26612359329174,64.85,Not Present
2026-03-22T10:01:48,1065,150,9430.595765401102,37.232875878340145,113.27,Victim
2026-03-22T10:01:49,935,15,12919.74,15.447387297086799,74.01,Not Present
2026-03-22T10:01:50,542,346,12769.8,14.633346668941872,66.09,Not Present
2026-03-22T10:01:51,999,554,8821.05,24.41629489430468,79.22,Not Present
2026-03-22T10:01:52,365,254,5068.456576806567,36.63799352242396,94.91,Victim
2026-03-22T10:01:53,664,57,12498.09,17.562552860290992,73.66,Not Present
2026-03-22T10:01:54,368,174,15313.9,14.048033898123277,52.13,Not Present
2026-03-22T10:01:55,520,470,8112.77,14.845172205771402,87.65,Not Present
2026-03-22T10:01:56,323,75,12146.79,29.216776287278677,68.04,Not Present
2026-03-22T10:01:57,407,393,3533.27,16.91203876175456,107.6,Not Present
2026-03-22T10:01:58,366,343,4993.389713915698,36.71031638277144,91.59,Victim
2026-03-22T10:01:59,1241,508,7514.67,23.7986861730906,82.34,Not Present
2026-03-22T10:02:00,448,651,11007.52,12.136977830824014,74.83,Not Present
2026-03-22T10:02:01,80,316,8400.37,23.004359572525992,83.94,Not Present
2026-03-22T10:02:02,669,425,9585.92,19.705096704496388,70.8,Not Present
2026-03-22T10:02:03,825,507,8022.620023194449,35.59477393764555,99.97,Victim
2026-03-22T10:02:04,154,144,10707.38,27.367009812502296,69.44,Not Present
2026-03-22T10:02:05,184,404,14438.87,13.978079422188188,68.05,Not Present
2026-03-22T10:02:06,1197,390,7701.46,26.46447735492828,99.45,Not Present
2026-03-22T10:02:07,1249,226,15624.85,17.401691616628778,59.13,Not Present
2026-03-22T10:02:08,392,334,5011.492434393817,36.10874871114696,86.81,Victim
2026-03-22T10:02:09,759,686,6482.42,22.117082983259635,100.25,Not Present
2026-03-22T10:02:10,849,670,13872.16,15.377568018916017,69.22,Not Present
2026-03-22T10:02:11,483,371,16228.16,12.000781421091355,56.07,Not Present
2026-03-22T10:02:12,815,282,9465.92,15.271612648627361,78.4,Not Present
2026-03-22T10:02:13,43,51,10922.83,12.78879620890236,70.19,Not Present
2026-03-22T10:02:14,1135,212,17756.64,10.158728426683307,50.59,Not Present
2026-03-22T10:02:15,296,133,17582.17,22.509528362010137,43.14,Not Present
2026-03-22T10:02:16,215,688,4199.862193971763,34.8435981018043,85.08,Victim
2026-03-22T10:02:17,176,661,4224.2197452246155,36.98301557323293,83.94,Victim
2026-03-22T10:02:18,1067,308,19568.31,22.604052585247807,35.52,Not Present
2026-03-22T10:02:19,908,75,4610.56,13.2697565550298,105.97,Not Present
2026-03-22T10:02:20,1198,561,12570.85,14.167194876498112,64.42,Not Present
2026-03-22T10:02:21,234,670,17227.55,21.4428782501055,50.9,Not Present
2026-03-22T10:02:22,467,423,13441.99,22.33663887975574,59.61,Not Present
2026-03-22T10:02:23,900,611,8023.960158585007,37.30205020924575,109.94,Victim
2026-03-22T10:02:24,763,133,15037.58,27.670259472828352,63.21,Not Present
2026-03-22T10:02:25,401,208,4985.40127801888,35.53410068017994,99.24,Victim
2026-03-22T10:02:26,987,229,4750.57,16.234339045185063,100.36,Not Present
2026-03-22T10:02:27,1148,636,15712.39,18.093618212056914,60.67,Not Present
2026-03-22T10:02:28,547,29,16432.39,21.993778549761416,64.36,Not Present
2026-03-22T10:02:29,820,71,15598.06,21.225210294769116,58.0,Not Present
2026-03-22T10:02:30,859,464,12440.64,12.801550196385968,68.32,Not Present
2026-03-22T10:02:31,322,632,8978.98,16.95114382056463,83.22,Not Present
2026-03-22T10:02:32,848,279,14148.16,21.15611020178745,60.48,Not Present
2026-03-22T10:02:33,631,46,19813.35,19.446095799003306,34.71,Not Present
2026-03-22T10:02:34,841,637,7964.9139586921665,34.03124520537339,86.49,Victim
2026-03-22T10:02:35,1127,102,9497.024549869182,36.01689460777058,111.03,Victim
2026-03-22T10:02:36,159,320,14880.8,11.034556472012335,61.25,Not Present
2026-03-22T10:02:37,323,281,5004.059061504357,36.142641528331986,90.28,Victim
2026-03-22T10:02:38,1206,410,12749.2,26.386824493193274,67.49,Not Present
2026-03-22T10:02:39,233,543,18871.07,23.266646393426534,47.15,Not Present
2026-03-22T10:02:40,302,241,11071.62,21.988182110506983,75.83,Not Present
2026-03-22T10:02:41,1011,475,17118.53,11.602599451841266,49.55,Not Present
2026-03-22T10:02:42,1279,330,6136.09,28.621802058391317,91.49,Not Present
2026-03-22T10:02:43,115,360,11724.89,14.93167547850264,74.61,Not Present
2026-03-22T10:02:44,157,660,7276.47,13.35469133191815,84.71,Not Present
2026-03-22T10:02:45,84,460,5858.28,25.676483845550326,98.04,Not Present
2026-03-22T10:02:46,126,461,18789.52,10.86037657137203,41.77,Not Present
2026-03-22T10:02:47,896,449,15317.66,21.243650507237103,58.64,Not Present
2026-03-22T10:02:48,692,695,17470.72,15.273980413549378,56.36,Not Present
2026-03-22T10:02:49,1234,153,14992.87,10.569310571968238,64.24,Not Present
2026-03-22T10:02:50,802,132,19256.03,27.66227397261695,45.35,Not Present
2026-03-22T10:02:51,1078,95,13080.88,25.57434385587457,58.83,Not Present
2026-03-22T10:02:52,165,730,4204.130289637006,37.113260275744466,106.81,Victim
2026-03-22T10:02:53,1105,539,12041.17,15.78671305433759,76.33,Not Present
2026-03-22T10:02:54,332,185,6855.49,24.954376689511477,87.82,Not Present
2026-03-22T10:02:55,486,454,17028.69,14.674337494118102,53.85,Not Present
2026-03-22T10:02:56,960,198,19365.56,15.626570183388722,41.57,Not Present
2026-03-22T10:02:57,331,204,3691.99,25.495450532172114,110.04,Not Present
2026-03-22T10:02:58,1135,105,14190.91,17.679863717093745,66.15,Not Present
2026-03-22T10:02:59,907,518,8057.942375806579,35.619045081752,108.18,Victim
2026-03-22T10:03:00,109,405,10829.34,16.235900860357724,88.06,Not Present
2026-03-22T10:03:01,686,149,11442.55,20.497717169713333,76.27,Not Present
2026-03-22T10:03:02,960,459,18870.29,11.795723503522746,51.52,Not Present
2026-03-22T10:03:03,866,113,10851.68,21.646072092765813,86.17,Not Present
2026-03-22T10:03:04,1275,468,18040.25,21.399224234299353,43.42,Not Present
2026-03-22T10:03:05,596,439,12233.79,28.68566413643257,66.24,Not Present
2026-03-22T10:03:06,1072,369,14312.71,26.381389457785026,58.06,Not Present
2026-03-22T10:03:07,792,382,8194.91,28.659220234907806,85.56,Not Present
2026-03-22T10:03:08,212,595,11990.22,29.08305949099843,73.24,Not Present
2026-03-22T10:03:09,951,712,10187.34,19.327894819696017,76.39,Not Present
2026-03-22T10:03:10,75,300,17493.31,27.50544883892661,48.17,Not Present
2026-03-22T10:03:11,339,237,5003.766002826437,35.33816702005404,61.63,Victim
2026-03-22T10:03:12,679,279,12416.23,18.681552613986067,74.23,Not Present
2026-03-22T10:03:13,1016,708,19091.73,12.076056125657237,40.59,Not Present
2026-03-22T10:03:14,161,440,17868.1,25.049210192584958,54.97,Not Present
2026-03-22T10:03:15,1234,436,13326.9,24.623229307298985,70.24,Not Present
2026-03-22T10:03:16,1259,445,19760.33,21.358823657309397,37.87,Not Present
2026-03-22T10:03:17,327,31,15290.87,16.50191579834854,55.22,Not Present
2026-03-22T10:03:18,750,370,14806.94,12.445887390587323,65.35,Not Present
2026-03-22T10:03:19,1175,140,12776.41,23.324657229631427,67.37,Not Present
2026-03-22T10:03:20,381,511,18962.51,21.606695885549385,43.16,Not Present
2026-03-22T10:03:21,1005,204,18233.92,27.811794398626542,43.73,Not Present
2026-03-22T10:03:22,179,698,7932.87,21.26364045766827,84.33,Not Present
2026-03-22T10:03:23,322,717,17524.36,22.058869415224997,48.62,Not Present
2026-03-22T10:03:24,284,242,8315.41,10.105965046620543,88.83,Not Present
2026-03-22T10:03:25,176,67,19995.14,14.063962079811592,34.04,Not Present
2026-03-22T10:03:26,1177,75,11804.33,21.611053915096726,70.18,Not Present
2026-03-22T10:03:27,1129,655,17213.38,25.22968833113272,50.86,Not Present
2026-03-22T10:03:28,254,530,9975.88,28.369537520472626,73.35,Not Present
2026-03-22T10:03:29,161,256,19476.22,21.41246164791295,51.89,Not Present
2026-03-22T10:03:30,191,514,15101.7,21.23637953817287,51.95,Not Present
2026-03-22T10:03:31,1154,42,3141.87,26.14440585964447,99.84,Not Present
2026-03-22T10:03:32,431,585,15667.89,18.466470742888372,54.24,Not Present
2026-03-22T10:03:33,831,304,16263.36,11.670462524142692,67.09,Not Present
2026-03-22T10:03:34,696,621,18337.82,26.706219269644738,43.8,Not Present
2026-03-22T10:03:35,1054,575,10900.85,21.40852316430542,80.56,Not Present
2026-03-22T10:03:36,103,297,7320.82,11.904484696756956,98.21,Not Present
2026-03-22T10:03:37,640,194,13979.19,27.436788137334844,58.81,Not Present
2026-03-22T10:03:38,221,651,4188.851044825282,34.7386623946644,96.92,Victim
2026-03-22T10:03:39,963,292,18166.07,13.933656739604016,48.62,Not Present
2026-03-22T10:03:40,825,374,8613.89,12.33068287901883,84.36,Not Present
2026-03-22T10:03:41,884,544,8040.163192834237,35.76128057071482,100.33,Victim
2026-03-22T10:03:42,1029,109,9464.569932132792,36.948186071005566,69.28,Victim
2026-03-22T10:03:43,682,485,9787.29,19.136153538279654,81.68,Not Present
2026-03-22T10:03:44,652,166,15398.01,28.033875830089556,52.44,Not Present
2026-03-22T10:03:45,1152,306,8199.64,23.794399347919715,86.93,Not Present
2026-03-22T10:03:46,630,704,15162.92,12.824520874625234,65.82,Not Present
2026-03-22T10:03:47,105,597,14290.79,25.97277890963815,61.69,Not Present
2026-03-22T10:03:48,496,32,16406.25,10.960819471200265,49.87,Not Present
2026-03-22T10:03:49,182,726,4209.937978264523,35.98839501922385,93.06,Victim
2026-03-22T10:03:50,424,574,15946.72,23.789345736363565,61.33,Not Present
2026-03-22T10:03:51,725,692,16651.09,18.239755539603877,63.16,Not Present
2026-03-22T10:03:52,393,252,11581.99,27.225900178430944,74.71,Not Present
2026-03-22T10:03:53,877,571,8045.349892721523,36.32937841951633,53.35,Victim
2026-03-22T10:03:54,1085,176,9553.754319116655,34.97523895271555,45.41,Victim
2026-03-22T10:03:55,161,354,6279.86,18.693254364165142,92.1,Not Present
2026-03-22T10:03:56,555,575,9647.28,23.286138764561894,81.76,Not Present
2026-03-22T10:03:57,476,53,11963.52,12.620553050445052,79.58,Not Present
2026-03-22T10:03:58,146,722,4242.08009309905,35.412424141456846,47.14,Victim
2026-03-22T10:03:59,164,699,4196.878282347519,34.430770414072605,89.1,Victim
2026-03-22T10:04:00,358,427,3878.94,23.88562418733958,99.82,Not Present
2026-03-22T10:04:01,592,38,14815.54,26.44201241236141,64.26,Not Present
2026-03-22T10:04:02,441,239,4927.773492142781,34.414303062049974,43.81,Victim
2026-03-22T10:04:03,939,663,10234.39,15.89355666636491,81.35,Not Present
2026-03-22T10:04:04,395,179,15664.71,24.76412000151391,54.96,Not Present
2026-03-22T10:04:05,287,488,10976.57,14.017970941398357,80.56,Not Present
2026-03-22T10:04:06,675,309,14874.53,12.603703382993377,61.14,Not Present
2026-03-22T10:04:07,327,415,19077.27,21.428459557039723,51.09,Not Present
2026-03-22T10:04:08,604,376,10629.54,16.945535043279374,77.38,Not Present
2026-03-22T10:04:09,1124,482,17623.94,13.771356458619398,42.68,Not Present
2026-03-22T10:04:10,1220,83,14338.08,22.72106151533022,69.8,Not Present
2026-03-22T10:04:11,414,586,9974.45,13.344528887439004,86.19,Not Present
2026-03-22T10:04:12,1194,500,14124.5,23.249414687622473,58.0,Not Present
2026-03-22T10:04:13,946,688,6616.4,17.227256939105118,93.08,Not Present
2026-03-22T10:04:14,1184,74,12134.35,17.921290611976186,73.2,Not Present
2026-03-22T10:04:15,64,293,17227.66,15.88964660730747,50.33,Not Present
2026-03-22T10:04:16,860,383,4912.4,28.269391775744744,94.97,Not Present
2026-03-22T10:04:17,1104,136,12173.24,20.004745224996206,76.64,Not Present
2026-03-22T10:04:18,456,3,19741.89,15.389346870093137,36.69,Not Present
2026-03-22T10:04:19,867,545,8019.467556045136,35.402907953064926,81.19,Victim
2026-03-22T10:04:20,858,629,18605.08,24.999865128824716,46.63,Not Present
2026-03-22T10:04:21,99,250,12827.18,20.66942055386545,69.47,Not Present
2026-03-22T10:04:22,115,143,11471.16,14.410468675040327,71.28,Not Present
2026-03-22T10:04:23,656,242,9719.13,23.623292417769104,87.25,Not Present
2026-03-22T10:04:24,124,570,7398.57,21.65910723275077,85.16,Not Present
2026-03-22T10:04:25,780,537,12995.9,29.07924029352433,70.6,Not Present
2026-03-22T10:04:26,969,246,4503.68,21.64616885026008,107.51,Not Present
2026-03-22T10:04:27,1141,542,10914.3,16.71892033335571,73.06,Not Present
2026-03-22T10:04:28,759,94,17952.88,19.610945784811776,47.07,Not Present
2026-03-22T10:04:29,1203,687,13752.73,19.225216484602093,64.12,Not Present
2026-03-22T10:04:30,31,216,7810.39,19.371262201219768,85.06,Not Present
2026-03-22T10:04:31,418,406,5760.4,15.960742943811283,97.45,Not Present
2026-03-22T10:04:32,735,315,14153.8,22.98381473813257,68.98,Not Present
2026-03-22T10:04:33,422,299,5055.37905897059,34.42262964786599,85.15,Victim
2026-03-22T10:04:34,1133,598,13010.94,13.24500598489454,61.06,Not Present
2026-03-22T10:04:35,691,263,13863.45,16.639021639787273,71.03,Not Present
2026-03-22T10:04:36,721,173,14558.56,16.969144366124006,74.3,Not Present
2026-03-22T10:04:37,806,550,8051.288421651042,35.49258063390535,86.93,Victim
2026-03-22T10:04:38,309,9,13472.12,11.038126997567952,76.22,Not Present
2026-03-22T10:04:39,32,6,12936.06,20.808000447806656,63.8,Not Present
2026-03-22T10:04:40,587,17,16374.31,26.50031093081941,59.31,Not Present
2026-03-22T10:04:41,493,196,11029.02,21.984636575158742,85.98,Not Present
2026-03-22T10:04:42,831,470,19882.8,26.443784127712135,44.67,Not Present
2026-03-22T10:04:43,64,95,12526.03,10.524058523070579,63.95,Not Present
2026-03-22T10:04:44,169,511,6224.54,10.312586821201158,105.57,Not Present
2026-03-22T10:04:45,470,216,6461.44,10.723805212998796,92.42,Not Present
2026-03-22T10:04:46,574,556,8394.82,12.415982947596136,92.88,Not Present
2026-03-22T10:04:47,815,78,14767.5,18.71092489817918,59.34,Not Present
2026-03-22T10:04:48,1107,339,16876.94,18.928255808428915,59.78,Not Present
2026-03-22T10:04:49,200,447,8912.22,18.271033636150435,88.26,Not Present
2026-03-22T10:04:50,668,30,17402.58,10.50259482350183,45.81,Not Present
2026-03-22T10:04:51,1199,676,17266.01,23.697876818869396,49.35,Not Present
2026-03-22T10:04:52,548,157,17406.68,24.542688923838124,48.97,Not Present
2026-03-22T10:04:53,910,368,9226.78,20.081224710745126,84.77,Not Present
2026-03-22T10:04:54,856,646,8016.278803017309,35.39095500650451,85.84,Victim
2026-03-22T10:04:55,847,397,16698.13,26.946545614632523,43.46,Not Present
2026-03-22T10:04:56,1067,173,10034.02,15.774267098927526,81.7,Not Present
2026-03-22T10:04:57,613,495,12333.5,16.213574146937937,73.07,Not Present
2026-03-22T10:04:58,1262,200,9625.87,19.932420864047813,84.16,Not Present
2026-03-22T10:04:59,901,342,17882.42,14.304925518537793,44.37,Not Present
2026-03-22T10:05:00,1235,711,11770.2,22.915219442401195,70.94,Not Present
2026-03-22T10:05:01,1179,248,11363.6,17.933285290768318,81.99,Not Present
2026-03-22T10:05:02,882,640,8002.03659353981,35.21744931134059,102.69,Victim
2026-03-22T10:05:03,596,709,18173.46,28.892837300180368,35.46,Not Present
2026-03-22T10:05:04,620,247,9849.72,15.757033680130723,74.19,Not Present
2026-03-22T10:05:05,1094,518,7348.17,14.343134228893089,92.73,Not Present
2026-03-22T10:05:06,445,319,5062.051417653474,36.463197354556115,79.5,Victim
2026-03-22T10:05:07,818,339,5152.28,24.65257144411911,105.09,Not Present
2026-03-22T10:05:08,1062,571,14902.82,21.838234281326542,61.32,Not Present
2026-03-22T10:05:09,706,25,11545.19,18.584703416109143,67.22,Not Present
2026-03-22T10:05:10,290,356,13463.99,28.309779697992546,60.84,Not Present
2026-03-22T10:05:11,653,68,17722.23,21.756922840568897,49.91,Not Present
2026-03-22T10:05:12,336,249,14622.92,25.754496344671942,52.82,Not Present
2026-03-22T10:05:13,381,655,12746.99,17.638300706825753,71.12,Not Present
2026-03-22T10:05:14,879,398,10577.55,17.898749626599102,79.56,Not Present
2026-03-22T10:05:15,1099,191,10364.89,17.658493437351467,72.25,Not Present
2026-03-22T10:05:16,641,611,12710.53,18.578428584423797,66.19,Not Present
2026-03-22T10:05:17,609,629,16065.32,25.341392728437143,56.54,Not Present
2026-03-22T10:05:18,764,710,12661.56,24.9990911022329,64.24,Not Present
2026-03-22T10:05:19,354,568,11466.02,12.444297278604722,76.82,Not Present
2026-03-22T10:05:20,735,9,10341.54,29.11087424332862,75.7,Not Present
2026-03-22T10:05:21,1072,154,9508.63754129082,37.222822637099014,56.65,Victim
2026-03-22T10:05:22,460,550,17368.88,15.898297270186596,44.55,Not Present
2026-03-22T10:05:23,548,556,4834.31,24.029857321964606,100.84,Not Present
2026-03-22T10:05:24,1118,223,3512.08,10.952372585111323,100.32,Not Present
2026-03-22T10:05:25,713,89,19927.49,13.29140815734265,58.52,Not Present
2026-03-22T10:05:26,1204,705,16529.05,16.03374182235014,56.06,Not Present
2026-03-22T10:05:27,121,583,11373.02,19.417517822769828,77.12,Not Present
2026-03-22T10:05:28,592,586,18296.2,14.440100626429839,57.41,Not Present
2026-03-22T10:05:29,121,283,3634.44,20.892378876884422,112.69,Not Present
2026-03-22T10:05:30,506,692,9706.06,25.506797860247982,79.77,Not Present
2026-03-22T10:05:31,190,412,11338.71,21.402949358795087,76.04,Not Present
2026-03-22T10:05:32,670,595,17289.62,11.072186729691273,43.71,Not Present
2026-03-22T10:05:33,129,547,19617.54,22.967951309916085,43.44,Not Present
2026-03-22T10:05:34,357,336,4961.942098596739,35.18508960354952,88.4,Victim
2026-03-22T10:05:35,941,16,18291.82,14.671564364688777,41.6,Not Present
2026-03-22T10:05:36,414,705,7410.74,12.84875871819258,91.94,Not Present
2026-03-22T10:05:37,168,380,15786.93,28.823654931606292,55.3,Not Present
2026-03-22T10:05:38,479,439,16444.38,13.186927539784104,56.63,Not Present
2026-03-22T10:05:39,377,340,5048.092556983352,34.86984885404843,51.43,Victim
2026-03-22T10:05:40,145,234,16769.16,13.008170810691084,54.91,Not Present
2026-03-22T10:05:41,272,656,3714.27,24.902289324105237,103.3,Not Present
2026-03-22T10:05:42,901,359,15536.96,18.500601629586388,54.0,Not Present
2026-03-22T10:05:43,205,143,15074.89,21.237612087562106,50.56,Not Present
2026-03-22T10:05:44,286,253,9010.98,28.512653143039977,77.18,Not Present
2026-03-22T10:05:45,617,210,14114.27,16.140967256285066,58.11,Not Present
2026-03-22T10:05:46,490,506,10892.98,20.62140190479772,77.02,Not Present
2026-03-22T10:05:47,648,135,18067.68,16.76076778871241,47.23,Not Present
2026-03-22T10:05:48,964,74,8810.39,21.141945129365524,92.95,Not Present
2026-03-22T10:05:49,1026,425,12827.33,15.00535019628467,71.96,Not Present
2026-03-22T10:05:50,171,317,19051.1,24.521982989851608,40.71,Not Present
